,index,carat,cut,color,clarity,depth,table,price,x,y,z
15477,25176,1.54,Ideal,G,VS2,60.6,57.0,13761,7.55,7.49,4.56
15478,25177,1.74,Ideal,H,VS2,61.5,55.0,13761,7.79,7.73,4.77
15479,25180,1.7,Premium,F,SI1,62.3,58.0,13766,7.63,7.59,4.74
15480,25181,2.05,Premium,G,SI1,62.2,56.0,13767,8.19,8.08,5.06
15481,25182,1.52,Premium,G,VS2,62.8,60.0,13768,7.26,7.22,4.55
15482,25183,1.52,Ideal,G,VS2,62.1,56.0,13768,7.39,7.34,4.57
15483,25184,2.18,Ideal,I,VS2,62.0,57.0,13769,8.35,8.24,5.14
15484,25185,1.51,Ideal,F,VS2,62.2,53.0,13771,7.35,7.31,4.56
15485,25186,1.51,Premium,F,VS2,62.0,62.0,13771,7.35,7.23,4.52
15486,25187,1.52,Ideal,G,VS1,59.7,57.0,13777,7.48,7.5,4.47
15487,25188,2.01,Ideal,I,SI2,62.5,55.0,13777,8.12,8.08,5.06
15488,25189,1.84,Premium,H,SI1,59.7,58.0,13779,7.98,8.01,4.77
15489,25193,2.07,Premium,E,SI2,61.4,58.0,13786,8.24,8.19,5.04
15490,25194,2.07,Premium,E,SI2,58.9,61.0,13786,8.45,8.35,4.95
15491,25195,2.07,Premium,H,SI1,62.0,58.0,13786,8.17,8.09,5.04
15492,25196,1.56,Ideal,G,VS2,62.3,53.0,13787,7.41,7.49,4.64
15493,25197,2.04,Premium,H,SI2,62.8,57.0,13790,8.13,8.08,5.09
15494,25200,1.54,Ideal,G,VS2,61.2,56.0,13794,7.43,7.47,4.56
15495,25201,2.01,Ideal,I,SI2,62.3,57.0,13796,8.06,8.08,5.03
15496,25204,2.07,Premium,J,VS2,61.5,59.0,13800,8.2,8.16,5.03
15497,25205,1.24,Ideal,D,VVS2,62.6,55.0,13803,6.89,6.94,4.33
15498,25206,2.09,Ideal,I,SI2,61.2,57.0,13807,8.19,8.27,5.04
15499,25207,1.52,Ideal,G,VS2,62.8,54.0,13809,7.3,7.36,4.61
15500,25209,2.01,Premium,D,SI2,59.1,60.0,13811,8.31,8.21,4.88
15501,25210,1.51,Ideal,G,VS1,62.8,56.0,13811,7.29,7.24,4.56
15502,25212,1.51,Premium,G,VS1,62.5,58.0,13811,7.27,7.23,4.53
15503,25214,2.02,Premium,J,VS2,62.0,59.0,13812,8.08,8.06,5.0
15504,25215,1.82,Premium,I,VS1,61.4,60.0,13813,7.8,7.83,4.8
15505,25216,1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56
15506,25219,1.5,Ideal,G,VS1,61.3,53.9,13820,7.37,7.42,4.53
15507,25220,2.0,Premium,I,SI2,60.7,61.0,13820,8.09,8.03,4.89
15508,25221,1.7,Ideal,H,VS1,62.4,55.0,13823,7.61,7.69,4.77
15509,25222,1.27,Ideal,F,VVS2,61.0,57.0,13823,6.98,7.02,4.27
15510,25223,1.22,Premium,E,VVS1,61.1,60.0,13824,6.87,6.85,4.19
15511,25226,2.24,Premium,J,SI2,62.2,59.0,13827,8.37,8.33,5.19
15512,25227,1.51,Premium,G,VVS2,62.9,60.0,13828,7.3,7.21,4.56
15513,25228,1.51,Ideal,G,VS2,62.3,54.0,13828,7.35,7.33,4.57
15514,25229,1.51,Premium,G,VS2,61.1,58.0,13828,7.42,7.38,4.45
15515,25230,2.31,Premium,H,SI2,59.2,61.0,13831,8.65,8.57,5.1
15516,25231,2.01,Premium,I,SI2,62.6,56.0,13833,8.1,8.0,5.04
15517,25232,1.59,Ideal,H,VS1,60.7,56.0,13839,7.54,7.58,4.59
15518,25233,2.14,Ideal,I,VS2,62.2,57.0,13844,8.22,8.19,5.1
15519,25234,2.07,Premium,H,SI1,61.1,58.0,13844,8.27,8.2,5.03
15520,25236,1.54,Ideal,G,VS1,62.3,57.0,13846,7.35,7.38,4.59
15521,25240,2.02,Premium,H,SI2,62.6,59.0,13850,8.03,7.97,5.01
15522,25241,1.6,Ideal,F,VS2,60.1,57.0,13853,7.65,7.59,4.58
15523,25244,1.5,Premium,F,VS2,60.9,60.0,13853,7.42,7.35,4.5
15524,25246,2.09,Premium,J,SI1,62.2,59.0,13864,8.23,8.16,5.1
15525,25248,1.76,Premium,D,SI2,59.6,58.0,13867,7.9,7.86,4.7
15526,25250,2.21,Premium,H,SI2,59.0,59.0,13872,8.51,8.46,5.01
15527,25251,1.69,Ideal,F,SI1,63.0,57.0,13872,7.62,7.55,4.78
15528,25252,1.43,Premium,D,VS2,62.6,59.0,13873,7.19,7.21,4.51
15529,25253,1.61,Ideal,H,VS2,61.8,56.0,13873,7.48,7.52,4.63
15530,25254,2.07,Ideal,I,SI2,61.6,56.0,13879,8.16,8.18,5.04
15531,25255,2.03,Ideal,J,VS2,62.1,57.0,13880,8.15,8.08,5.04
15532,25256,1.69,Ideal,H,VS1,61.0,57.0,13882,7.72,7.66,4.69
15533,25257,2.12,Premium,E,SI2,62.4,58.0,13884,8.22,8.18,5.12
15534,25258,2.26,Premium,H,SI2,61.1,57.0,13885,8.45,8.4,5.15
15535,25259,1.67,Ideal,H,VS1,61.8,55.9,13887,7.57,7.6,4.69
15536,25263,1.52,Ideal,G,VS1,59.7,57.0,13903,7.5,7.48,4.47
15537,25266,1.84,Premium,H,SI1,59.7,58.0,13905,8.01,7.98,4.77
15538,25267,2.28,Ideal,G,SI2,61.6,57.0,13907,8.44,8.37,5.18
15539,25268,2.06,Premium,G,SI2,60.7,58.0,13908,8.18,8.25,4.99
15540,25269,1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8
15541,25270,1.55,Ideal,G,VS2,61.6,55.0,13912,7.45,7.48,4.6
15542,25271,2.06,Premium,I,SI2,61.0,61.0,13912,8.18,8.1,5.02
15543,25272,1.58,Ideal,F,VS2,60.0,57.0,13917,7.52,7.58,4.53
15544,25274,1.9,Premium,G,SI2,63.0,58.0,13919,7.93,7.86,4.97
15545,25275,2.28,Premium,H,SI1,59.3,58.0,13919,8.6,8.56,5.09
15546,25276,1.52,Premium,F,VS2,60.9,61.0,13919,7.46,7.28,4.49
15547,25277,2.0,Ideal,I,SI2,61.1,59.0,13921,8.07,8.11,4.94
15548,25279,1.53,Ideal,G,VS1,60.6,54.0,13926,7.49,7.47,4.53
15549,25281,1.24,Ideal,D,VVS2,62.6,55.0,13929,6.94,6.89,4.33
15550,25282,2.1,Premium,J,SI1,62.9,58.0,13930,8.15,8.09,5.11
15551,25283,2.23,Premium,J,SI2,61.3,60.0,13931,8.4,8.35,5.13
15552,25284,2.09,Ideal,I,SI2,61.2,57.0,13933,8.27,8.19,5.04
15553,25285,2.18,Premium,J,SI1,62.9,59.0,13938,8.25,8.21,5.18
15554,25286,1.82,Premium,I,VS1,61.4,60.0,13939,7.83,7.8,4.8
15555,25288,1.6,Premium,G,VS2,61.6,60.0,13942,7.55,7.49,4.63
15556,25290,1.51,Premium,F,VS2,62.0,59.0,13945,7.37,7.18,4.51
15557,25291,1.51,Premium,F,VS2,61.7,58.0,13945,7.33,7.28,4.51
15558,25292,1.51,Premium,F,VS2,62.9,61.0,13945,7.31,7.22,4.57
15559,25294,1.7,Ideal,H,VS1,62.4,55.0,13949,7.69,7.61,4.77
15560,25295,1.58,Ideal,H,VS1,60.4,57.0,13950,7.55,7.65,4.59
15561,25296,1.71,Premium,G,VS2,61.3,58.0,13951,7.79,7.7,4.75
15562,25301,1.21,Ideal,D,VVS2,61.3,56.0,13965,6.86,6.9,4.22
15563,25302,1.13,Ideal,D,VVS1,61.5,55.0,13968,6.74,6.69,4.13
15564,25306,2.21,Premium,H,SI1,61.1,58.0,13983,8.39,8.34,5.11
15565,25307,2.0,Premium,H,SI1,59.8,60.0,13986,8.04,8.01,4.8
15566,25308,1.51,Ideal,E,VS2,59.8,59.0,13986,7.55,7.47,4.49
15567,25309,2.0,Premium,G,SI2,61.1,60.0,13986,8.1,8.03,4.93
15568,25310,2.02,Premium,I,SI2,61.1,61.0,13991,8.11,8.08,4.95
15569,25311,2.02,Premium,I,SI2,62.9,60.0,13991,8.05,8.01,5.05
15570,25312,2.07,Premium,H,SI1,62.7,58.0,13993,8.14,8.09,5.09
15571,25314,1.08,Ideal,E,VVS1,61.5,58.0,13994,6.57,6.64,4.06
15572,25315,1.53,Ideal,G,VS1,62.2,56.0,13994,7.36,7.31,4.56
15573,25316,1.51,Ideal,G,VS1,62.1,55.0,13995,7.38,7.33,4.57
15574,25317,1.58,Premium,D,SI1,62.7,60.0,13995,7.41,7.37,4.63
15575,25319,2.11,Premium,J,SI1,62.4,58.0,13996,8.27,8.17,5.13
15576,25321,1.67,Ideal,H,VS1,61.8,56.0,14014,7.6,7.57,4.69
15577,25322,1.71,Ideal,H,VS2,62.1,56.0,14017,7.64,7.7,4.76
15578,25323,1.63,Ideal,E,SI1,60.5,59.0,14022,7.66,7.62,4.62
15579,25324,2.09,Premium,G,SI2,59.8,59.0,14024,8.37,8.32,4.99
15580,25326,2.02,Ideal,I,SI2,60.9,60.0,14027,8.08,8.14,4.94
15581,25329,1.59,Ideal,H,VS1,61.8,56.0,14031,7.49,7.53,4.64
15582,25330,2.21,Premium,H,SI2,61.3,60.0,14032,8.35,8.33,5.11
15583,25331,1.08,Ideal,E,VVS1,61.7,55.0,14032,6.6,6.63,4.08
15584,25332,1.75,Ideal,H,VS2,62.2,56.3,14033,7.66,7.71,4.79
15585,25333,1.2,Ideal,D,VVS2,62.7,54.0,14033,6.8,6.82,4.27
15586,25334,2.05,Ideal,J,SI1,60.3,60.0,14037,8.17,8.24,4.95
15587,25335,1.52,Ideal,F,VS2,62.8,55.0,14038,7.37,7.28,4.6
15588,25336,1.55,Ideal,G,VS2,61.6,55.0,14039,7.48,7.45,4.6
15589,25337,2.01,Ideal,H,SI2,61.9,57.0,14040,8.09,8.06,5.0
15590,25338,2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08
15591,25339,2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08
15592,25341,1.58,Ideal,F,VS2,60.0,57.0,14044,7.58,7.52,4.53
15593,25342,2.08,Premium,I,SI2,60.8,61.0,14047,8.24,8.21,5.0
15594,25344,1.7,Premium,H,VS2,62.4,59.0,14058,7.63,7.54,4.73
15595,25345,2.03,Ideal,I,SI2,61.5,54.0,14061,8.22,8.2,5.05
15596,25347,1.76,Ideal,I,VVS2,60.2,58.0,14065,7.84,7.87,4.73
15597,25349,2.01,Premium,F,SI2,61.3,58.0,14067,8.14,8.07,4.97
15598,25368,0.28,Ideal,F,VVS2,61.8,56.0,642,4.22,4.26,2.62
15599,25369,0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59
15600,25370,0.28,Ideal,F,VVS2,61.4,57.0,642,4.2,4.24,2.59
15601,25371,0.28,Ideal,F,VVS2,62.5,57.0,642,4.18,4.21,2.62
15602,25372,0.28,Ideal,F,VVS2,61.8,56.0,642,4.21,4.24,2.61
15603,25373,0.39,Ideal,J,VS2,61.2,56.0,642,4.71,4.74,2.89
15604,25374,0.31,Ideal,E,VS2,60.7,57.0,642,4.39,4.41,2.67
15605,25375,0.31,Ideal,E,VS2,61.5,56.0,642,4.39,4.42,2.71
15606,25376,0.31,Ideal,E,VS2,61.7,55.0,642,4.38,4.41,2.71
15607,25377,0.31,Ideal,E,VS2,61.7,55.0,642,4.35,4.37,2.69
15608,25378,0.31,Ideal,E,VS2,62.2,55.0,642,4.32,4.36,2.7
15609,25379,0.31,Ideal,E,VS2,62.4,53.0,642,4.33,4.36,2.71
15610,25380,1.5,Ideal,G,VS1,62.3,57.0,14067,7.25,7.32,4.54
15611,25381,1.3,Premium,F,VVS1,59.3,59.0,14068,7.11,7.08,4.22
15612,25382,1.5,Premium,F,VS2,61.6,58.0,14071,7.31,7.37,4.52
15613,25384,1.5,Premium,F,VS2,61.5,58.0,14071,7.34,7.36,4.52
15614,25385,1.5,Premium,F,VS2,61.1,58.0,14071,7.33,7.36,4.49
15615,25386,1.5,Ideal,F,VS2,60.4,57.0,14071,7.41,7.43,4.48
15616,25389,2.03,Ideal,J,VS2,60.5,57.0,14083,8.26,8.2,4.98
15617,25391,1.5,Ideal,F,VS2,61.7,54.0,14092,7.28,7.31,4.5
15618,25392,2.22,Premium,I,SI1,62.7,58.0,14095,8.33,8.28,5.21
15619,25394,2.01,Ideal,I,SI2,61.5,56.0,14103,8.1,8.16,5.0
15620,25395,1.54,Ideal,G,VS2,61.4,57.0,14103,7.47,7.42,4.57
15621,25396,1.5,Premium,G,VS1,61.2,59.0,14105,7.32,7.36,4.49
15622,25397,1.5,Premium,G,VS1,62.7,58.0,14105,7.25,7.3,4.56
15623,25398,1.52,Premium,G,VVS2,62.1,58.0,14105,7.4,7.31,4.57
15624,25399,1.55,Ideal,G,VS2,61.6,56.0,14106,7.44,7.49,4.6
15625,25400,1.64,Premium,E,SI1,59.5,58.0,14107,7.64,7.72,4.57
15626,25401,2.29,Premium,G,SI2,62.5,59.0,14108,8.38,8.33,5.22
15627,25402,2.05,Ideal,J,VS2,61.7,54.9,14111,8.16,8.24,5.05
15628,25405,2.06,Ideal,I,SI2,62.4,55.0,14120,8.1,8.14,5.07
15629,25407,2.0,Premium,H,SI1,59.8,60.0,14126,8.04,8.01,4.8
15630,25408,1.79,Premium,G,SI1,60.5,58.0,14127,7.88,7.83,4.75
15631,25409,2.23,Premium,J,SI1,62.4,59.0,14129,8.33,8.36,5.21
15632,25410,2.04,Ideal,J,SI1,61.7,57.0,14130,8.11,8.17,5.02
15633,25412,2.14,Ideal,I,SI2,60.7,57.0,14138,8.34,8.4,5.08
15634,25413,1.56,Premium,G,VS1,60.9,58.0,14139,7.49,7.53,4.57
15635,25415,2.36,Ideal,H,SI2,61.8,56.0,14146,8.57,8.53,5.28
15636,25418,1.67,Ideal,D,SI1,62.6,54.0,14154,7.57,7.63,4.76
15637,25419,1.51,Premium,G,VS1,59.5,59.0,14156,7.45,7.41,4.42
15638,25420,1.5,Premium,G,VVS2,62.7,58.0,14157,7.28,7.32,4.58
15639,25423,1.51,Premium,F,VS2,62.0,60.0,14165,7.23,7.35,4.52
15640,25426,2.01,Ideal,H,SI2,61.9,57.0,14167,8.09,8.06,5.0
15641,25427,1.51,Premium,E,VS2,62.2,59.0,14171,7.31,7.36,4.56
15642,25428,1.55,Ideal,G,VS1,62.0,57.0,14174,7.37,7.42,4.58
15643,25430,1.5,Premium,E,VS2,62.3,60.0,14179,7.27,7.2,4.51
15644,25431,1.57,Premium,G,VS1,59.9,56.0,14180,7.6,7.55,4.54
15645,25432,2.02,Ideal,H,VS2,62.6,57.0,14182,8.01,7.97,5.0
15646,25433,2.04,Premium,H,SI2,62.8,58.0,14184,8.11,8.06,5.08
15647,25434,1.55,Ideal,F,VS2,62.6,57.0,14185,7.35,7.39,4.61
15648,25435,2.35,Premium,I,SI1,61.8,58.0,14185,8.58,8.44,5.26
15649,25436,1.54,Premium,F,VS2,62.8,58.0,14188,7.33,7.29,4.59
15650,25437,1.71,Premium,E,SI1,62.2,58.0,14190,7.61,7.67,4.75
15651,25439,1.2,Premium,E,VVS1,60.6,60.0,14192,6.95,6.85,4.18
15652,25441,1.3,Premium,F,VVS1,59.3,59.0,14196,7.11,7.08,4.22
15653,25442,1.5,Ideal,F,VS2,62.4,55.0,14199,7.31,7.25,4.54
15654,25443,1.5,Ideal,F,VS2,60.4,57.0,14199,7.43,7.41,4.48
15655,25444,1.5,Premium,F,VS2,61.6,58.0,14199,7.37,7.31,4.52
15656,25445,2.0,Premium,I,SI2,58.6,61.0,14199,8.28,8.16,4.82
15657,25447,1.5,Premium,F,VS2,61.5,58.0,14199,7.36,7.34,4.52
15658,25448,1.5,Premium,F,VS2,61.1,58.0,14199,7.36,7.33,4.49
15659,25449,1.64,Premium,G,VS2,62.4,58.0,14201,7.49,7.52,4.68
15660,25452,2.0,Premium,I,SI2,61.3,59.0,14208,8.13,8.09,4.97
15661,25454,2.02,Premium,I,SI2,59.4,59.0,14211,8.21,8.25,4.89
15662,25455,1.53,Premium,G,VS1,61.0,60.0,14214,7.4,7.43,4.52
15663,25456,2.3,Ideal,H,SI2,62.6,57.0,14215,8.4,8.35,5.25
15664,25459,1.55,Ideal,F,SI1,61.9,55.0,14220,7.47,7.42,4.61
15665,25460,3.01,Premium,G,SI2,59.8,58.0,14220,9.44,9.37,5.62
15666,25461,2.05,Premium,J,VS1,62.4,58.0,14224,8.08,8.13,5.06
15667,25462,1.66,Premium,D,SI1,62.0,59.0,14224,7.55,7.6,4.7
15668,25464,1.4,Ideal,G,VVS2,62.0,56.0,14231,7.18,7.13,4.44
15669,25465,1.5,Premium,G,VS1,62.7,58.0,14234,7.3,7.25,4.56
15670,25466,1.5,Premium,G,VS1,61.2,59.0,14234,7.36,7.32,4.49
15671,25468,1.64,Premium,E,SI1,59.5,58.0,14236,7.72,7.64,4.57
15672,25469,1.56,Ideal,G,VS2,61.3,56.0,14237,7.48,7.5,4.59
15673,25470,2.02,Premium,I,VS1,60.5,62.0,14238,8.18,8.15,4.94
15674,25472,2.02,Premium,I,SI1,61.4,58.0,14240,8.14,8.07,4.98
15675,25473,1.69,Premium,F,VS2,59.8,60.0,14242,7.79,7.74,4.64
15676,25474,1.5,Ideal,F,VS2,61.4,55.0,14242,7.35,7.44,4.54
15677,25476,1.85,Ideal,I,VVS2,62.4,57.0,14245,7.91,7.86,4.92
15678,25477,1.51,Ideal,F,VS2,62.4,56.0,14247,7.38,7.31,4.58
15679,25478,1.51,Premium,F,VS2,60.4,59.0,14247,7.41,7.33,4.45
15680,25483,2.23,Premium,J,SI1,62.4,59.0,14258,8.36,8.33,5.21
15681,25484,1.7,Ideal,H,VS1,62.8,57.0,14266,7.57,7.47,4.72
15682,25486,2.14,Ideal,I,SI2,60.7,57.0,14267,8.4,8.34,5.08
15683,25487,1.56,Premium,G,VS1,60.9,58.0,14268,7.53,7.49,4.57
15684,25489,2.2,Ideal,I,SI2,62.2,56.0,14277,8.34,8.29,5.18
15685,25490,2.18,Ideal,F,SI2,62.6,55.0,14277,8.27,8.22,5.16
15686,25491,1.54,Ideal,G,VS1,61.2,56.0,14278,7.45,7.46,4.57
15687,25492,2.01,Premium,F,SI2,62.4,58.0,14279,8.08,8.05,5.03
15688,25493,1.5,Ideal,F,VS2,60.2,55.0,14281,7.45,7.51,4.5
15689,25495,1.57,Ideal,G,VS2,61.7,56.0,14283,7.42,7.49,4.6
15690,25497,1.71,Ideal,H,VS2,61.4,56.0,14292,7.68,7.71,4.72
15691,25498,1.52,Premium,G,VS1,61.2,60.0,14293,7.37,7.4,4.52
15692,25499,1.51,Premium,F,VS2,61.1,59.0,14294,7.37,7.32,4.49
15693,25500,1.51,Ideal,F,VS2,62.8,56.0,14294,7.32,7.27,4.58
15694,25501,1.51,Premium,F,VS2,62.0,60.0,14294,7.35,7.23,4.52
15695,25502,1.51,Premium,F,VS2,62.5,58.0,14294,7.36,7.21,4.55
15696,25503,1.51,Premium,F,VS2,62.5,58.0,14294,7.33,7.22,4.55
15697,25506,2.21,Premium,H,SI2,61.3,60.0,14299,8.35,8.33,5.11
15698,25507,1.26,Ideal,E,VVS2,61.1,57.0,14300,7.0,6.98,4.27
15699,25508,1.2,Ideal,F,IF,61.6,57.0,14300,6.84,6.79,4.2
15700,25509,1.51,Premium,E,VS2,62.2,59.0,14300,7.36,7.31,4.56
15701,25510,1.72,Premium,F,SI1,62.4,60.0,14300,7.67,7.62,4.77
15702,25511,1.5,Ideal,H,VVS1,61.2,57.0,14304,7.34,7.4,4.51
15703,25514,2.03,Ideal,E,SI2,62.3,56.0,14308,8.11,8.09,5.05
15704,25515,1.71,Premium,E,SI1,62.2,58.0,14319,7.67,7.61,4.75
15705,25516,2.0,Premium,H,SI1,63.0,54.0,14319,8.07,7.99,5.06
15706,25517,2.14,Ideal,I,SI2,61.9,56.0,14321,8.22,8.26,5.1
15707,25518,2.0,Ideal,J,VS2,61.0,57.0,14323,8.08,8.13,4.94
15708,25519,2.16,Premium,J,SI1,60.5,59.0,14328,8.41,8.35,5.07
15709,25520,1.64,Premium,G,VS2,62.4,58.0,14330,7.52,7.49,4.68
15710,25521,2.02,Premium,J,VS2,62.1,59.0,14330,8.08,7.98,4.99
15711,25522,1.51,Premium,F,VS2,61.9,59.0,14334,7.31,7.39,4.55
15712,25526,1.61,Ideal,G,VS1,61.9,55.0,14341,7.58,7.55,4.68
15713,25527,2.02,Premium,I,SI2,59.4,59.0,14341,8.25,8.21,4.89
15714,25528,1.53,Premium,G,VS1,61.0,60.0,14344,7.43,7.4,4.52
15715,25529,2.25,Ideal,H,SI1,62.4,56.0,14348,8.4,8.37,5.23
15716,25530,2.02,Premium,I,SI2,61.7,58.0,14350,8.07,8.0,4.96
15717,25532,2.55,Premium,I,SI2,62.9,58.0,14351,8.7,8.59,5.44
15718,25533,1.5,Premium,F,VS2,61.0,58.0,14352,7.37,7.31,4.48
15719,25534,1.66,Premium,D,SI1,62.0,59.0,14354,7.6,7.55,4.7
15720,25536,2.14,Ideal,G,SI2,62.9,56.0,14359,8.18,8.14,5.13
15721,25537,2.1,Premium,J,VS2,61.3,59.0,14359,8.27,8.21,5.05
15722,25539,2.27,Premium,I,SI1,61.0,58.0,14362,8.42,8.4,5.19
15723,25540,2.01,Premium,H,SI2,62.0,60.0,14364,8.11,8.04,5.02
15724,25541,2.01,Ideal,H,SI2,62.8,57.0,14364,8.04,7.95,5.02
15725,25543,1.5,Premium,F,VS2,60.8,58.0,14372,7.44,7.29,4.48
15726,25544,1.5,Premium,F,VS2,61.3,61.0,14372,7.36,7.33,4.5
15727,25545,1.5,Ideal,F,VS2,61.4,55.0,14372,7.44,7.35,4.54
15728,25546,1.51,Premium,G,VS1,60.1,58.0,14375,7.45,7.48,4.49
15729,25547,1.51,Premium,G,VS1,62.6,60.0,14375,7.19,7.28,4.53
15730,25548,1.51,Ideal,G,VS1,60.6,57.0,14375,7.38,7.48,4.5
15731,25549,1.85,Ideal,I,VVS2,62.4,57.0,14375,7.91,7.86,4.92
15732,25552,2.09,Ideal,H,SI1,60.6,57.0,14383,8.34,8.29,5.04
15733,25554,1.62,Ideal,F,VS1,61.7,55.0,14386,7.58,7.53,4.66
15734,25555,1.5,Premium,E,VS2,62.1,60.0,14386,7.31,7.27,4.53
15735,25556,1.5,Premium,E,VS2,60.7,60.0,14386,7.41,7.32,4.47
15736,25557,1.5,Premium,E,VS2,59.5,58.0,14386,7.53,7.46,4.46
15737,25558,2.15,Ideal,I,SI2,61.7,55.0,14388,8.24,8.43,5.14
15738,25559,1.52,Premium,F,VS2,59.4,55.0,14388,7.52,7.46,4.45
15739,25560,2.1,Premium,I,VS2,60.7,61.0,14394,8.28,8.27,5.02
15740,25561,1.75,Ideal,I,VVS2,62.1,56.0,14394,7.72,7.69,4.79
15741,25563,2.35,Premium,J,VS1,60.7,60.0,14399,8.64,8.6,5.23
15742,25568,2.0,Premium,D,SI2,61.0,58.0,14406,8.06,7.97,4.89
15743,25569,1.12,Ideal,E,VVS1,61.5,56.0,14407,6.7,6.76,4.13
15744,25570,2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21
15745,25571,1.97,Premium,F,SI2,61.1,58.0,14410,8.05,8.11,4.94
15746,25572,2.05,Premium,J,VS1,60.1,58.0,14411,8.19,8.25,4.94
15747,25574,1.22,Ideal,E,VVS2,61.6,56.0,14414,6.85,6.88,4.23
15748,25575,1.72,Premium,H,VS1,59.3,59.0,14414,7.86,7.82,4.65
15749,25576,1.51,Ideal,F,VS2,63.0,55.0,14414,7.29,7.24,4.58
15750,25578,2.22,Ideal,I,SI2,62.7,61.0,14416,8.31,8.23,5.19
15751,25579,2.54,Ideal,G,SI2,62.5,55.0,14421,8.75,8.69,5.45
15752,25580,1.52,Premium,G,VS1,61.9,58.0,14424,7.38,7.35,4.56
15753,25581,1.52,Premium,G,VS1,61.2,60.0,14424,7.4,7.37,4.52
15754,25585,1.52,Ideal,D,SI1,60.6,58.0,14426,7.46,7.4,4.51
15755,25586,2.01,Premium,I,SI2,62.1,56.0,14428,8.11,8.06,5.02
15756,25587,2.06,Ideal,I,SI2,62.3,57.0,14428,8.2,8.12,5.09
15757,25588,1.26,Ideal,E,VVS2,61.1,57.0,14429,7.0,6.98,4.27
15758,25589,1.43,Ideal,E,VVS2,62.4,57.0,14429,7.25,7.15,4.49
15759,25591,1.2,Ideal,F,IF,61.6,57.0,14430,6.84,6.79,4.2
15760,25593,1.54,Premium,G,VS1,61.1,56.0,14438,7.54,7.48,4.59
15761,25594,2.01,Premium,I,SI2,62.9,58.0,14444,8.05,8.0,5.05
15762,25596,1.62,Premium,G,VS1,60.7,58.0,14447,7.62,7.54,4.6
15763,25597,1.58,Premium,G,VS1,62.4,60.0,14451,7.46,7.38,4.63
15764,25599,2.14,Ideal,I,SI2,61.9,56.0,14452,8.26,8.22,5.1
15765,25600,2.17,Premium,H,SI1,59.9,61.0,14452,8.39,8.38,5.02
15766,25601,1.58,Premium,E,VS2,60.1,60.0,14453,7.53,7.54,4.53
15767,25602,1.65,Ideal,G,VS2,60.8,56.0,14456,7.65,7.7,4.67
15768,25603,2.08,Premium,H,SI2,58.8,60.0,14462,8.39,8.35,4.92
15769,25604,1.51,Premium,F,VS2,61.9,59.0,14465,7.39,7.31,4.55
15770,25605,1.6,Ideal,G,VS2,62.2,55.0,14474,7.5,7.46,4.65
15771,25606,2.07,Premium,H,SI1,61.2,60.0,14476,8.2,8.12,4.99
15772,25610,1.51,Ideal,E,VS2,62.7,57.0,14482,7.31,7.26,4.57
15773,25611,1.52,Ideal,G,VS1,61.8,56.0,14482,7.4,7.45,4.59
15774,25612,1.51,Premium,E,VS2,59.8,58.0,14482,7.55,7.52,4.47
15775,25614,1.51,Ideal,G,VS2,62.1,55.0,14482,7.38,7.33,4.56
15776,25615,1.51,Ideal,G,VS2,61.8,54.0,14482,7.42,7.38,4.57
15777,25616,1.51,Ideal,E,VS2,61.7,55.0,14482,7.37,7.34,4.54
15778,25617,1.53,Premium,F,VS2,58.5,60.0,14483,7.62,7.56,4.44
15779,25618,1.5,Premium,F,VS2,60.3,58.0,14486,7.47,7.39,4.48
15780,25619,2.06,Premium,I,SI1,60.9,61.0,14488,8.32,8.16,4.99
15781,25621,2.14,Premium,H,SI1,62.3,58.0,14490,8.28,8.22,5.14
15782,25622,1.04,Ideal,D,IF,61.8,57.0,14494,6.49,6.52,4.02
15783,25623,1.58,Ideal,F,SI1,61.9,55.0,14495,7.52,7.47,4.64
15784,25625,1.0,Ideal,D,VVS1,60.7,56.0,14498,6.47,6.54,3.95
15785,25626,2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
15786,25627,2.5,Ideal,J,SI2,64.0,55.0,14502,8.56,8.48,5.46
15787,25628,2.01,Premium,F,SI1,59.5,58.0,14502,8.21,8.18,4.88
15788,25629,2.01,Premium,H,SI1,60.2,58.0,14502,8.06,8.03,4.84
15789,25630,2.01,Premium,E,SI2,62.6,58.0,14502,8.01,7.93,4.99
15790,25631,2.12,Ideal,J,SI1,62.1,56.0,14503,8.17,8.25,5.1
15791,25632,2.06,Ideal,I,SI2,63.3,54.0,14505,8.09,8.14,5.13
15792,25633,1.51,Premium,G,VS1,60.1,58.0,14507,7.48,7.45,4.49
15793,25634,1.51,Ideal,G,VS1,60.6,57.0,14507,7.48,7.38,4.5
15794,25635,1.51,Premium,G,VS1,62.6,60.0,14507,7.28,7.19,4.53
15795,25636,2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14
15796,25637,1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09
