MS_Zoning;Lot_Frontage;Lot_Area;Street;Lot_Shape;Utilities;Lot_Config;Neighborhood;House_Style;Overall_Qual;Overall_Cond;Year_Built;Year_Remod_Add;Exterior_1st;Exterior_2nd;Heating;Heating_QC;Central_Air;Electrical;First_Flr_SF;Second_Flr_SF;Low_Qual_Fin_SF;Gr_Liv_Area;Bsmt_Full_Bath;Bsmt_Half_Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen_AbvGr;Kitchen_Qual;TotRms_AbvGrd;Fireplaces;Fireplace_Qu;Garage_Type;Garage_Cars;Garage_Area;Garage_Qual;Garage_Cond;Paved_Drive;Mo_Sold;Year_Sold;Sale_Price
Residential_Medium_Density;62;7311;Pave;Regular;AllPub;Corner;Old_Town;One_Story;Poor;Average;1946;1950;VinylSd;VinylSd;GasA;Typical;N;FuseA;407;0;0;407;0;0;1;0;1;1;Typical;3;0;No_Fireplace;Detchd;1;297;Fair;Typical;Paved;3;2008;46500
Residential_Low_Density;71;9520;Pave;Slightly_Irregular;AllPub;Inside;Timberland;One_Story;Very_Good;Average;2007;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1646;0;0;1646;1;0;2;0;3;1;Good;7;1;Good;Attchd;3;800;Typical;Typical;Paved;4;2008;293077
Residential_Medium_Density;50;6000;Pave;Regular;AllPub;Corner;Old_Town;One_Story;Below_Average;Good;1954;2000;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;901;0;0;901;0;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;1;281;Fair;Typical;Paved;8;2008;107900
Residential_Low_Density;80;8000;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Average;1960;1960;BrkFace;BrkFace;GasA;Typical;Y;SBrkr;1377;0;0;1377;1;0;1;0;3;1;Typical;6;2;Typical;Attchd;1;351;Typical;Typical;Paved;11;2007;156500
Residential_Medium_Density;60;4800;Pave;Regular;AllPub;Corner;Old_Town;One_and_Half_Fin;Below_Average;Average;1900;1954;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;1157;687;0;1844;1;0;1;0;3;1;Typical;9;2;Good;Basment;1;240;Typical;Typical;Paved;1;2010;80400
Residential_Low_Density;108;14774;Pave;Slightly_Irregular;AllPub;Corner;Northridge;Two_Story;Excellent;Average;1999;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1422;1177;0;2599;0;0;2;1;4;1;Good;10;1;Typical;BuiltIn;3;779;Typical;Typical;Paved;5;2010;333168
Residential_Low_Density;65;8450;Pave;Regular;AllPub;Inside;Sawyer_West;Two_Story;Above_Average;Average;2001;2001;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;827;850;0;1677;1;0;2;1;3;1;Good;7;0;No_Fireplace;Attchd;2;627;Typical;Typical;Paved;9;2008;190500
Residential_Low_Density;78;10206;Pave;Regular;AllPub;Inside;Somerset;One_Story;Very_Good;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1658;0;0;1658;0;0;2;1;3;1;Good;7;1;Good;Attchd;3;726;Typical;Typical;Paved;9;2009;257500
Residential_Medium_Density;0;6291;Grvl;Slightly_Irregular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_Story;Above_Average;Above_Average;1930;1950;Stucco;Wd Shng;GasA;Typical;Y;SBrkr;768;0;0;768;0;0;1;0;1;1;Typical;4;0;No_Fireplace;Detchd;2;440;Typical;Typical;Dirt_Gravel;7;2008;93850
Residential_Low_Density;60;11409;Pave;Regular;AllPub;Inside;Edwards;One_and_Half_Fin;Average;Below_Average;1949;2008;Wd Sdng;Wd Sdng;GasA;Good;Y;SBrkr;1148;568;0;1716;0;0;1;1;3;1;Typical;8;1;Good;Attchd;1;281;Typical;Typical;Paved;1;2009;131000
Floating_Village_Residential;24;2544;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Above_Average;Average;2005;2005;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;600;636;0;1236;1;0;2;1;2;1;Good;4;0;No_Fireplace;Detchd;2;480;Typical;Typical;Paved;5;2010;152000
Floating_Village_Residential;0;2980;Pave;Regular;AllPub;Corner;Somerset;Two_Story;Above_Average;Average;2000;2000;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;756;756;0;1512;1;0;2;1;2;1;Good;5;0;No_Fireplace;Detchd;2;440;Typical;Typical;Paved;5;2010;177000
Residential_Medium_Density;0;5700;Pave;Slightly_Irregular;AllPub;Corner;Old_Town;Two_Story;Good;Above_Average;1929;1990;Wd Sdng;Wd Shng;GasA;Good;N;FuseA;672;672;0;1344;1;0;1;1;3;1;Good;6;1;Good;Attchd;2;456;Typical;Typical;Paved;9;2007;140000
Residential_Low_Density;57;10021;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;Two_Story;Above_Average;Above_Average;1997;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;646;662;0;1308;1;0;2;1;3;1;Good;6;0;No_Fireplace;Attchd;2;497;Typical;Typical;Paved;5;2007;175000
Residential_Low_Density;90;11248;Pave;Slightly_Irregular;AllPub;Corner;College_Creek;One_Story;Excellent;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1668;0;0;1668;1;0;2;0;3;1;Good;7;1;Typical;Attchd;3;702;Typical;Typical;Paved;7;2007;285000
Residential_Low_Density;48;6472;Pave;Regular;AllPub;Inside;Northridge_Heights;One_Story;Excellent;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1456;0;0;1456;0;0;2;0;2;1;Excellent;6;1;Good;Attchd;2;539;Typical;Typical;Paved;4;2009;248500
Residential_Low_Density;80;9600;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Average;1966;1966;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;1232;0;0;1232;1;0;1;1;3;1;Typical;6;0;No_Fireplace;Attchd;2;490;Typical;Typical;Paved;4;2010;142250
Residential_Low_Density;64;7848;Pave;Slightly_Irregular;AllPub;Inside;Gilbert;SLvl;Good;Above_Average;1999;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;774;656;0;1430;0;0;2;1;3;1;Typical;7;1;Typical;BuiltIn;2;410;Typical;Typical;Paved;6;2009;168000
Residential_Low_Density;70;8750;Pave;Regular;AllPub;Inside;College_Creek;Two_Story;Above_Average;Average;1998;1998;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;928;844;0;1772;1;0;2;1;3;1;Typical;7;1;Typical;Attchd;2;492;Typical;Typical;Paved;4;2009;200000
Residential_Medium_Density;21;1680;Pave;Regular;AllPub;Inside;Briardale;Two_Story;Average;Average;1971;1971;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;525;567;0;1092;0;0;1;1;3;1;Typical;6;0;No_Fireplace;Detchd;1;320;Typical;Typical;Paved;3;2010;105500
Residential_Medium_Density;60;5160;Pave;Regular;AllPub;Corner;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Above_Average;Above_Average;1927;1950;MetalSd;MetalSd;GasA;Typical;Y;FuseA;1204;462;0;1666;0;0;1;0;3;1;Typical;4;0;No_Fireplace;Detchd;1;384;Fair;Typical;Paved;8;2009;135000
Residential_Low_Density;78;10335;Pave;Slightly_Irregular;AllPub;Inside;Sawyer;One_Story;Average;Above_Average;1968;1993;Plywood;Plywood;GasA;Good;Y;SBrkr;1721;0;0;1721;0;0;2;1;3;1;Typical;7;1;Typical;Attchd;2;440;Typical;Typical;Paved;7;2006;180000
Residential_Low_Density;67;10656;Pave;Slightly_Irregular;AllPub;Inside;Timberland;One_Story;Very_Good;Average;2006;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1646;0;0;1646;0;0;2;0;3;1;Good;6;1;Good;Attchd;3;870;Typical;Typical;Paved;11;2007;248900
Residential_High_Density;60;8400;Pave;Regular;AllPub;Inside;Sawyer_West;One_Story;Below_Average;Below_Average;1950;1950;Wd Sdng;AsbShng;GasA;Good;Y;SBrkr;841;0;0;841;0;0;1;0;2;1;Typical;4;0;No_Fireplace;CarPort;1;294;Typical;Typical;Dirt_Gravel;9;2009;82000
Residential_Low_Density;70;7728;Pave;Regular;AllPub;Inside;North_Ames;SLvl;Average;Above_Average;1962;1962;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;1190;0;0;1190;1;0;1;0;3;1;Typical;6;0;No_Fireplace;Attchd;2;540;Typical;Typical;Paved;5;2006;132500
Residential_Low_Density;60;11664;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Above_Average;Average;1948;1950;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;1082;0;0;1082;0;0;1;0;2;1;Typical;5;1;Good;Detchd;1;240;Typical;Typical;Paved;11;2007;119200
Residential_Low_Density;43;5005;Pave;Slightly_Irregular;AllPub;Inside;Stone_Brook;One_Story;Very_Good;Average;1992;1992;HdBoard;HdBoard;GasA;Excellent;Y;SBrkr;1280;0;0;1280;0;0;2;0;2;1;Good;5;0;No_Fireplace;Attchd;2;506;Typical;Typical;Paved;1;2010;191500
Residential_Low_Density;0;10960;Pave;Slightly_Irregular;AllPub;Inside;Northwest_Ames;One_Story;Above_Average;Average;1984;1984;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1284;0;0;1284;1;0;2;0;3;1;Typical;5;0;No_Fireplace;Attchd;2;480;Typical;Typical;Paved;4;2007;174000
Residential_Low_Density;90;11694;Pave;Regular;AllPub;Inside;Northridge_Heights;One_Story;Excellent;Average;2007;2007;CemntBd;CmentBd;GasA;Excellent;Y;SBrkr;1828;0;0;1828;0;0;2;0;3;1;Good;9;1;Good;Attchd;3;774;Typical;Typical;Paved;7;2007;314813
Residential_Low_Density;68;7922;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Good;1953;2007;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;1057;0;0;1057;1;0;1;0;3;1;Good;5;0;No_Fireplace;Detchd;1;246;Typical;Typical;Paved;1;2010;109000
Residential_Low_Density;103;16280;Pave;Regular;AllPub;Inside;Veenker;One_Story;Very_Good;Excellent;1976;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1671;0;0;1671;1;0;3;0;3;1;Excellent;6;1;Good;Attchd;2;550;Typical;Typical;Paved;5;2008;290000
Residential_Low_Density;0;11170;Pave;Moderately_Irregular;AllPub;Corner;Timberland;Two_Story;Good;Average;1990;1991;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;1298;1216;0;2514;0;0;2;1;4;1;Typical;8;0;No_Fireplace;Attchd;2;693;Typical;Typical;Paved;4;2006;250000
Residential_Low_Density;45;8212;Pave;Regular;AllPub;Inside;Edwards;One_Story;Fair;Fair;1914;1950;Stucco;Stucco;GasA;Typical;N;FuseF;864;0;0;864;1;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;1;200;Typical;Fair;Paved;6;2010;58500
Residential_Low_Density;61;3782;Pave;Slightly_Irregular;AllPub;CulDSac;Greens;One_Story;Very_Good;Average;1981;1981;Wd Sdng;Plywood;GasA;Typical;Y;SBrkr;1226;0;0;1226;1;0;1;0;1;1;Good;4;2;Typical;Attchd;2;484;Typical;Typical;Paved;9;2009;211500
Residential_Low_Density;0;8854;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Unf;Above_Average;Above_Average;1916;1950;Wd Sdng;Wd Sdng;Grav;Fair;N;FuseF;952;0;0;952;0;0;1;0;2;1;Fair;4;1;Good;Detchd;1;192;Fair;Poor;Partial_Pavement;5;2009;121000
Residential_Low_Density;110;13440;Pave;Regular;AllPub;Inside;Northridge_Heights;Two_Story;Very_Good;Average;2006;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1148;1402;0;2550;0;0;2;1;4;1;Excellent;11;1;Good;BuiltIn;3;670;Typical;Typical;Paved;3;2007;338931
Residential_Low_Density;59;7837;Pave;Slightly_Irregular;AllPub;Inside;Gilbert;Two_Story;Above_Average;Good;1993;1994;VinylSd;VinylSd;GasA;Good;Y;SBrkr;799;772;0;1571;0;0;2;1;3;1;Typical;7;1;Typical;Attchd;2;380;Typical;Typical;Paved;5;2009;178000
Residential_Low_Density;53;3710;Pave;Regular;AllPub;Inside;Bloomington_Heights;One_Story;Good;Average;2007;2008;WdShing;Wd Shng;GasA;Excellent;Y;SBrkr;1246;0;0;1246;0;0;2;0;2;1;Good;5;1;Good;Attchd;2;428;Typical;Typical;Paved;3;2008;187687
Residential_Medium_Density;78;7060;Pave;Regular;AllPub;Inside;Mitchell;SFoyer;Good;Average;1997;1998;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1344;0;0;1344;2;0;2;0;2;2;Typical;8;0;No_Fireplace;Attchd;4;784;Typical;Typical;Paved;11;2008;206300
Residential_Medium_Density;0;8239;Pave;Slightly_Irregular;AllPub;Inside;Green_Hills;One_Story;Good;Average;1986;1986;BrkFace;Wd Sdng;GasA;Good;Y;SBrkr;1295;0;0;1295;0;0;2;0;2;1;Good;5;0;No_Fireplace;Attchd;1;312;Typical;Typical;Paved;11;2006;230000
Residential_Low_Density;60;8400;Pave;Regular;AllPub;Inside;South_and_West_of_Iowa_State_University;One_Story;Poor;Average;1920;1950;Wd Sdng;Wd Sdng;GasA;Typical;N;FuseF;438;0;0;438;0;0;1;0;1;1;Fair;3;0;No_Fireplace;Detchd;1;246;Typical;Typical;Dirt_Gravel;1;2009;60000
Residential_Low_Density;94;9239;Pave;Regular;AllPub;Inside;Sawyer;One_Story;Average;Very_Good;1963;2003;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;960;0;0;960;1;0;1;0;3;1;Good;6;0;No_Fireplace;Attchd;1;300;Typical;Typical;Paved;5;2008;144900
Residential_Low_Density;70;11218;Pave;Regular;AllPub;Inside;Sawyer_West;Two_Story;Above_Average;Average;1992;1992;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1055;790;0;1845;0;0;2;1;3;1;Good;8;1;Typical;Attchd;2;462;Typical;Typical;Paved;5;2010;189000
Floating_Village_Residential;30;3180;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Above_Average;Average;2005;2005;MetalSd;MetalSd;GasA;Excellent;Y;SBrkr;600;600;0;1200;1;0;2;1;2;1;Good;5;0;No_Fireplace;Detchd;2;480;Typical;Typical;Paved;5;2008;165000
Residential_Low_Density;60;10950;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Above_Average;Above_Average;1952;1952;Wd Sdng;Wd Sdng;GasA;Typical;Y;SBrkr;948;0;0;948;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;2;410;Typical;Typical;Dirt_Gravel;4;2007;125000
Residential_Low_Density;95;13450;Pave;Slightly_Irregular;AllPub;Corner;College_Creek;Two_Story;Good;Average;2002;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;920;941;0;1861;1;0;2;1;3;1;Good;8;0;No_Fireplace;BuiltIn;2;492;Typical;Typical;Paved;6;2006;200000
Residential_Low_Density;79;9236;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;One_Story;Above_Average;Average;1997;1997;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1494;0;0;1494;1;0;2;0;3;1;Good;6;0;No_Fireplace;Attchd;2;576;Typical;Typical;Paved;7;2006;217000
Residential_Low_Density;60;8730;Pave;Regular;AllPub;Inside;Brookside;Two_Story;Above_Average;Good;1915;2003;Wd Sdng;Wd Sdng;GasA;Excellent;Y;FuseA;698;698;0;1396;0;0;1;0;3;1;Typical;7;0;No_Fireplace;Detchd;1;384;Typical;Typical;Paved;7;2007;153575
Residential_Low_Density;82;20270;Pave;Slightly_Irregular;AllPub;CulDSac;Clear_Creek;One_Story;Good;Above_Average;1979;1979;Plywood;Plywood;GasA;Typical;Y;SBrkr;1524;0;0;1524;1;0;2;0;3;1;Typical;7;2;Good;Attchd;2;478;Typical;Typical;Paved;4;2008;245000
Residential_Low_Density;128;12160;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Above_Average;Below_Average;1953;1953;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;1505;0;0;1505;1;0;1;0;2;1;Typical;6;1;Typical;Attchd;2;505;Typical;Typical;Paved;2;2009;149500
Residential_Low_Density;53;3982;Pave;Regular;AllPub;Inside;Bloomington_Heights;One_Story;Very_Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1567;0;0;1567;1;0;2;0;1;1;Excellent;7;1;Good;Attchd;3;648;Typical;Typical;Paved;10;2006;264561
Residential_Low_Density;0;6563;Pave;Slightly_Irregular;AllPub;CulDSac;Stone_Brook;One_Story;Very_Good;Average;1985;1985;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1742;0;0;1742;1;0;2;0;2;1;Good;5;1;Typical;Attchd;2;564;Typical;Typical;Paved;12;2006;275000
Residential_Low_Density;110;7810;Pave;Slightly_Irregular;AllPub;Inside;Crawford;One_and_Half_Fin;Below_Average;Above_Average;1930;2003;AsbShng;CmentBd;GasA;Excellent;Y;SBrkr;1230;525;0;1755;0;0;2;0;4;1;Good;7;1;Typical;Detchd;1;231;Fair;Typical;Paved;11;2007;188000
Residential_Low_Density;68;9717;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Above_Average;1950;1996;MetalSd;MetalSd;GasA;Good;Y;FuseA;1078;0;0;1078;1;0;1;0;2;1;Good;5;0;No_Fireplace;Attchd;1;240;Typical;Typical;Paved;4;2010;142125
Residential_Low_Density;80;10928;Pave;Regular;AllPub;Inside;Northwest_Ames;One_Story;Above_Average;Above_Average;1978;1986;VinylSd;VinylSd;GasA;Typical;Y;SBrkr;1671;0;0;1671;0;0;2;0;3;1;Typical;7;1;Typical;Attchd;2;484;Typical;Typical;Paved;8;2009;200000
Residential_Low_Density;53;14137;Pave;Slightly_Irregular;AllPub;Inside;Gilbert;One_Story;Average;Average;1996;1997;HdBoard;HdBoard;GasA;Good;Y;SBrkr;1384;0;0;1384;1;0;2;0;3;1;Good;7;0;No_Fireplace;Attchd;2;404;Typical;Typical;Paved;11;2008;177900
Residential_Medium_Density;90;9900;Pave;Regular;AllPub;Corner;Old_Town;Two_Story;Average;Very_Good;1910;2002;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;764;700;0;1464;0;0;2;0;3;1;Typical;7;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Dirt_Gravel;3;2009;129000
Residential_Medium_Density;21;2205;Pave;Regular;AllPub;Inside;Briardale;Two_Story;Above_Average;Above_Average;1973;1973;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;525;567;0;1092;0;0;1;1;3;1;Typical;6;0;No_Fireplace;Detchd;1;264;Typical;Typical;Paved;2;2007;113500
Residential_Low_Density;75;8778;Pave;Regular;AllPub;Inside;Somerset;Two_Story;Very_Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1302;528;0;1830;0;0;2;1;3;1;Good;7;0;No_Fireplace;BuiltIn;3;859;Typical;Typical;Paved;3;2007;221300
Residential_Low_Density;94;12883;Pave;Slightly_Irregular;AllPub;Corner;Northridge_Heights;One_Story;Very_Good;Average;2009;2010;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1544;0;0;1544;0;0;2;0;3;1;Good;7;0;No_Fireplace;Attchd;3;868;Typical;Typical;Paved;6;2010;290941
Residential_Low_Density;110;14226;Pave;Regular;AllPub;Corner;Northridge_Heights;One_Story;Very_Good;Average;2006;2006;VinylSd;VinylSd;GasA;Good;Y;SBrkr;1973;0;0;1973;0;0;2;0;3;1;Good;9;1;Good;Attchd;3;895;Typical;Typical;Paved;7;2007;395000
Residential_Low_Density;122;11923;Pave;Slightly_Irregular;AllPub;Corner;College_Creek;One_Story;Excellent;Average;2007;2007;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1800;0;0;1800;0;0;2;0;2;1;Excellent;7;0;No_Fireplace;Attchd;2;702;Typical;Typical;Paved;5;2009;239000
Residential_Low_Density;57;9764;Pave;Slightly_Irregular;AllPub;FR2;Sawyer;One_Story;Average;Good;1967;2003;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;894;0;0;894;1;0;1;0;3;1;Good;5;0;No_Fireplace;Attchd;2;450;Typical;Typical;Paved;5;2008;130000
Residential_Low_Density;86;11650;Pave;Regular;AllPub;Corner;North_Ames;One_Story;Good;Average;1959;1959;Plywood;Plywood;GasA;Good;Y;FuseA;1472;0;0;1472;0;0;2;0;2;1;Good;5;1;Good;Attchd;2;484;Typical;Typical;Paved;6;2006;157500
Residential_Medium_Density;21;1533;Pave;Regular;AllPub;Inside;Meadow_Village;Two_Story;Below_Average;Above_Average;1970;2008;CemntBd;CmentBd;GasA;Typical;Y;SBrkr;798;546;0;1344;0;0;1;1;3;1;Typical;6;1;Typical;No_Garage;0;0;No_Garage;No_Garage;Paved;5;2009;97000
Residential_Low_Density;70;9842;Pave;Regular;AllPub;FR2;North_Ames;One_Story;Below_Average;Average;1962;1962;HdBoard;HdBoard;GasA;Typical;Y;SBrkr;1224;0;0;1224;0;0;2;0;2;2;Typical;6;0;No_Fireplace;CarPort;2;462;Typical;Typical;Paved;3;2007;101800
Residential_Low_Density;73;8990;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;One_Story;Good;Average;2006;2006;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1498;0;0;1498;0;0;2;0;2;1;Good;5;0;No_Fireplace;Attchd;2;675;Typical;Typical;Paved;4;2006;204900
Residential_Low_Density;88;10738;Pave;Slightly_Irregular;AllPub;Corner;Northwest_Ames;One_Story;Above_Average;Good;1966;1966;HdBoard;HdBoard;GasA;Good;Y;SBrkr;1093;0;0;1093;1;0;2;0;3;1;Typical;6;1;Fair;Attchd;2;484;Typical;Typical;Paved;11;2007;158500
Residential_Medium_Density;0;5890;Pave;Regular;AllPub;Corner;Iowa_DOT_and_Rail_Road;One_Story;Above_Average;Very_Good;1930;2007;Wd Sdng;Wd Sdng;GasA;Excellent;Y;SBrkr;816;0;0;816;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;1;432;Typical;Typical;Paved;6;2008;120500
Residential_Medium_Density;63;11426;Pave;Regular;AllPub;Inside;Old_Town;One_and_Half_Fin;Good;Average;2003;2003;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1362;720;0;2082;0;0;2;1;3;1;Good;6;0;No_Fireplace;Detchd;2;484;Typical;Typical;Dirt_Gravel;6;2008;200000
Residential_Low_Density;0;9556;Pave;Slightly_Irregular;AllPub;Corner;Gilbert;One_Story;Good;Average;1992;1993;HdBoard;HdBoard;GasA;Good;Y;SBrkr;1187;0;0;1187;0;0;2;0;3;1;Good;6;0;No_Fireplace;Attchd;2;420;Typical;Typical;Paved;8;2007;160000
Residential_Low_Density;70;8680;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Good;1960;1960;CemntBd;CmentBd;GasA;Typical;Y;SBrkr;894;0;0;894;0;0;1;0;3;1;Typical;5;0;No_Fireplace;Detchd;1;312;Typical;Typical;Paved;1;2007;117600
Residential_Low_Density;0;14217;Pave;Moderately_Irregular;AllPub;CulDSac;College_Creek;One_Story;Average;Average;1994;1994;VinylSd;VinylSd;GasA;Good;Y;SBrkr;1022;0;0;1022;0;1;1;0;3;1;Typical;6;0;No_Fireplace;Detchd;2;747;Typical;Typical;Paved;8;2007;139500
Residential_Low_Density;61;7930;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Above_Average;Very_Good;1969;2005;Plywood;Plywood;GasA;Good;Y;SBrkr;1026;0;0;1026;1;0;1;0;3;1;Good;5;0;No_Fireplace;Detchd;2;440;Typical;Typical;Paved;7;2009;156000
Residential_Medium_Density;52;6240;Pave;Regular;AllPub;Inside;Brookside;One_and_Half_Fin;Average;Average;1930;1950;MetalSd;MetalSd;GasA;Typical;Y;FuseF;928;608;0;1536;0;0;2;0;4;1;Typical;7;1;Good;Detchd;2;480;Typical;Typical;Paved;3;2010;138400
Residential_Low_Density;62;8707;Pave;Regular;AllPub;FR2;Edwards;One_and_Half_Fin;Below_Average;Average;1924;1950;Wd Sdng;Wd Sdng;GasA;Typical;N;FuseF;1093;576;0;1669;0;0;1;1;4;1;Typical;9;0;No_Fireplace;Attchd;1;288;Fair;Typical;Paved;5;2006;107000
Residential_Low_Density;74;7733;Pave;Slightly_Irregular;AllPub;Inside;Sawyer_West;One_Story;Above_Average;Average;2005;2005;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1142;0;0;1142;0;0;1;1;3;1;Good;5;0;No_Fireplace;No_Garage;0;0;No_Garage;No_Garage;Paved;1;2006;139500
Floating_Village_Residential;0;4217;Pave;Slightly_Irregular;AllPub;Inside;Somerset;One_Story;Above_Average;Average;2008;2008;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;1256;0;0;1256;1;0;1;1;1;1;Good;5;1;Good;Attchd;2;641;Typical;Typical;Paved;3;2009;195000
Residential_Low_Density;57;7558;Pave;Regular;AllPub;Inside;Crawford;One_and_Half_Fin;Above_Average;Above_Average;1928;1950;BrkFace;Stone;GasA;Good;Y;SBrkr;1172;741;0;1913;0;0;1;1;3;1;Typical;9;1;Typical;Detchd;2;342;Fair;Fair;Paved;3;2009;177000
Residential_Low_Density;67;8777;Pave;Regular;AllPub;Inside;Edwards;Two_Story;Below_Average;Above_Average;1910;2000;Plywood;Plywood;GasA;Good;Y;SBrkr;760;676;0;1436;1;0;2;0;3;1;Typical;6;0;No_Fireplace;Attchd;2;528;Typical;Typical;Paved;10;2006;98000
Residential_Medium_Density;52;6240;Pave;Regular;AllPub;Inside;Iowa_DOT_and_Rail_Road;One_and_Half_Fin;Below_Average;Average;1925;1950;MetalSd;MetalSd;GasA;Typical;Y;FuseA;848;0;360;1208;0;0;1;0;2;1;Typical;5;0;No_Fireplace;Detchd;2;539;Typical;Typical;Paved;1;2009;103000
Residential_Low_Density;69;7599;Pave;Regular;AllPub;Corner;Mitchell;One_Story;Below_Average;Above_Average;1982;2006;HdBoard;Plywood;GasA;Typical;Y;SBrkr;845;0;0;845;1;0;1;0;2;1;Typical;4;0;No_Fireplace;Detchd;2;360;Typical;Typical;Paved;6;2007;129500
Residential_Low_Density;94;17778;Pave;Slightly_Irregular;AllPub;Inside;Veenker;One_Story;Very_Good;Average;1981;1981;BrkFace;BrkFace;GasA;Good;Y;SBrkr;2497;0;0;2497;1;0;2;0;2;1;Good;7;2;Good;Attchd;2;676;Typical;Typical;Paved;3;2007;373000
Residential_Low_Density;62;7440;Pave;Regular;AllPub;Inside;Edwards;One_Story;Average;Above_Average;1954;1954;Wd Sdng;Wd Sdng;GasW;Typical;Y;SBrkr;1089;0;0;1089;1;0;1;0;3;1;Typical;5;1;Good;Detchd;1;252;Typical;Typical;Partial_Pavement;9;2009;125000
Residential_Low_Density;70;8400;Pave;Regular;AllPub;Inside;North_Ames;One_Story;Average;Above_Average;1957;1957;MetalSd;MetalSd;GasA;Typical;Y;SBrkr;1314;0;0;1314;1;0;1;0;3;1;Typical;5;0;No_Fireplace;Attchd;1;294;Typical;Typical;Paved;6;2010;145000
Residential_Low_Density;68;9179;Pave;Slightly_Irregular;AllPub;Inside;College_Creek;Two_Story;Good;Average;1999;1999;VinylSd;VinylSd;GasA;Excellent;Y;SBrkr;882;908;0;1790;1;0;2;1;3;1;Good;7;0;No_Fireplace;Attchd;2;588;Typical;Typical;Paved;6;2008;193000
Residential_Low_Density;85;19550;Pave;Regular;AllPub;Inside;Edwards;One_Story;Average;Good;1940;2007;PreCast;PreCast;GasA;Excellent;Y;SBrkr;1518;0;0;1518;1;0;1;0;2;1;Fair;5;2;Good;No_Garage;0;0;No_Garage;No_Garage;Paved;1;2008;260000
